รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.,จำนวนเตียงที่ขอ,จำนวนเตียงเปิดจริง,สถานะ,สถานะการขอรับรอง,ระยะทางห่างจากอ.เมือง,ความเชี่ยวชาญพิเศษ,ประชากรที่รับผิดชอบ,จำนวนผู้รับบริการ,จำนวนผู้ป่วยนอก,จำนวนผู้ป่วยใน,อัตราการครองเตียง,วันนอนเฉลี่ยต่อคน,กลุ่มผู้ป่วยโรคสำคัญ
1,เชียงใหม่,โรงพยาบาลดารารัศมี,DARARASSAMEE HOSPITAL,11978,สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,30,17,TRUE,NULL,16,1. พัฒนาการบริการด้านส่งเสริมสุขภาพ  ให้กับข้าราชการตำรวจสังกัดกองบัญชาการตำรวจภูธรภาค 5 และ ภาค 6 รวมจำนวน  17  จังหวัดภาคเหนือ<br />2.เป็นโรงพยาบาลชุมชนขนาดเล็ก  ที่ให้บริการตรวจรักษาโรคโดยแพทย์เฉพาะทางหลายสาขา   เช่น  อายุรแพทย์โรคไตและไตเทียม   จักษุแพทย์และการผ่าตัด   แพทย์หูคอจมูกและการผ่าตัด   แพทย์ออร์โธปิดิก   แพทย์ศัลยกรรมประสาท   ทันตแพทย์    นักกายภาพบำบัด   นวดแผนไทย   ,31704,ปี 2564 (ตุลาคม2563-กันยายน2564),42944,208,11.5,3.4,1. โรคไต<br />2. โรคความดันโลหิตสูง<br />3. โรคเบาหวาน<br />4. โรคไขมันในเลือดสูง
1,เชียงใหม่,โรงพยาบาลตาเซนต์ปีเตอร์,ST.PETER EYE HOSPITAL,11979,เอกชน,รพ.เอกชน,37,9,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลแมคคอร์มิค,McCORMICK HOSPITAL,11980,เอกชน,รพ.เอกชน,400,340,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลลานนา,LANNA HOSPITAL,11982,เอกชน,รพ.เอกชน,180,158,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลทั่วไปขนาดเล็ก,NULL,11986,เอกชน,รพ.เอกชน,28,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลราชเวช เชียงใหม่,RAJAVEJ CHIANGMAI HOSPITAL,11991,เอกชน,รพ.เอกชน,100,150,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง,THEPPANYA HOSPITAL,11992,เอกชน,รพ.เอกชน,101,39,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลทั่วไปขนาดใหญ่เทพปัญญา,THEPPANYA HOSPITAL,11994,เอกชน,รพ.เอกชน,109,109,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลเซ็นทรัลเชียงใหม่ เมโมเรียล,CENTRAL CHIANGMAI MEMORIAL HOSPITAL,11995,เอกชน,รพ.เอกชน,120,60,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงใหม่,โรงพยาบาลเชียงใหม่เมดิคอล เซ็นเตอร์,CHIANG MAI MEDICAL CENTER HOSPITAL,11999,เอกชน,รพ.เอกชน,100,60,TRUE,รอการจัดเยี่ยมสำรวจ,0,"การผ่าตัดศัลยกรรมทั่วไป, ศัลยกรรมกระดูก ",25746,"58,637 (เดือนมกราคม 2564 - เดือนธันวาคม 2564)",55038,3599,60.57,4.02,"1.โรคอุบัติใหม่  Covid-19<br />2.โรคฉุกเฉิน ได้แก่ STEMI, Stroke, Sepsis <br />3. โรคเรื้อรัง ได้แก่ เบาหวาน, ความดันโลหิตสูง, COPD, มะเร็ง, โรคพิษสุราเรื้อรัง (Alcoholism)<br />4. โรคติดเชื้อ ได้แก่ TB, HIV, DHF, การติดเชื้อทางเดินหายใจส่วนบน,  ภาวะติดเชื้อในกระแสโลหิต (Sepsis), Acute Gastro, Acute Diarrhea<br />5. โรคตามฤดูกาล เช่น ไข้เลือดออก, ระบบทางเดินอาหาร, ระบบทางเดินหายใจ, ผู้ป่วยติดเตียง, ติดสุรา <br />6. อุบัติเหตุทางการจราจร"
1,ลำพูน,โรงพยาบาลหริภุญชัย  เมโมเรียล,HARIPHUNCHAI MEMORIAL HOSPITAL,12000,เอกชน,รพ.เอกชน,80,100,TRUE,NULL,0,"เป็นโรงพยาบาลทั่วไประดับทุติยภูมิขั้นสูงที่มีแพทย์ผู้เชี่ยวชาญครบทุกสาขาหลัก  มีความเชี่ยวชาญเฉพาะด้านการดูแลผู้ป่วยทั่วไป ,ผู้ป่วยเฉพาะทางที่มีปัญหาซับซ้อน  ,ศูนย์ EMS ระดับ 2  , Trauma unit ,ศูนย์ผ่าตัดส่องกล้อง",0,ปี 2564 (1 มกราคม - 31 ธันวาคม ),216925,9895,83.3,0,"o	High Risk - Traumatic Brain, Multiple Injury, Acute appendicitis, Ectopic Pregnancy, MI, Sepsis, UGIH<br />o	High Volume -  URI/Pharyngitis, Diarrhea, Headache, Muscle strain, PU<br />o	Chronic Disease  - DM, HT, Dyslipidemia, Thalassemia, Thyrotoxicosis, CRF, Asthma/COPD<br />o	ติดต่อ  ระบาด – DHF, Influenza,  TB,  HIV/PCP, COVID-19<br />"
1,ลำปาง,โรงพยาบาลเขลางค์นครราม,KHELANGNAKORN HOSPITAL,12003,เอกชน,รพ.เอกชน,174,101,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,ลำปาง,สถานพยาบาลแวนแซนต์วูร์ด,VANSANTVOORD HOSPITAL,12005,เอกชน,รพ.เอกชน,29,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,แพร่,โรงพยาบาลแพร่คริสเตียน,PHRAECHISTIAN HOSPITAL,12011,เอกชน,รพ.เอกชน,60,43,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,พะเยา,โรงพยาบาลพะเยาราม,PHAYAORAM HOSPITAL,12020,เอกชน,รพ.เอกชน,100,100,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,เชียงราย,โรงพยาบาลโอเวอร์บรุ๊ค,OVERBROOK HOSPITAL,12024,เอกชน,รพ.เอกชน,246,238,TRUE,จัดทำใบประกาศนียบัตร,0,Humanize care,0,ปี 2563 ( 1 พฤษภาคม 2563 - 30 เมษายน 2064),175282,159000,44.89,2.47,กลุ่มโรคสำคัญ<br />AMI<br />SEPSIS<br />STROKE<br />TBI<br />PPH
1,เชียงราย,โรงพยาบาลเกษมราษฎร์ ศรีบุรินทร์,KASEMRAD SRIBURIN HOSPITAL,12026,เอกชน,รพ.เอกชน,120,120,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,นครสวรรค์,โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่,PRINC HOSPITAL PAKNAMPO,12030,เอกชน,รพ.เอกชน,100,68,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,นครสวรรค์,โรงพยาบาลรวมแพทย์นครสวรรค์,RUAMPHAT HOSPITAL NAKHONSAWAN,12033,เอกชน,รพ.เอกชน,53,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,นครสวรรค์,โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่,PRINC HOSPITAL PAKNAMPO 2,12034,เอกชน,รพ.เอกชน,100,60,TRUE,NULL,0,NULL,0,NULL,0,0,0,0,NULL
3,นครสวรรค์,โรงพยาบาลร่มฉัตร,ROM CHAT HOSPITAL,12042,เอกชน,รพ.เอกชน,100,100,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,นครสวรรค์,โรงพยาบาลศรีสวรรค์,SRISAWAN HOSPITAL,12044,เอกชน,รพ.เอกชน,100,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,นครสวรรค์,สถานพยาบาลเวชกรรมพาเลช,NULL,12046,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,กำแพงเพชร,สถานพยาบาลนายแพทย์บัณฑิต,NULL,12049,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,กำแพงเพชร,โรงพยาบาลเอกชนเมืองกำแพง,AIKACHONMUENGKAMPANG HOSPITAL,12050,เอกชน,รพ.เอกชน,120,50,TRUE,รอการจัดเยี่ยมสำรวจ,5,-,727807,ปี 2563 (เดือนมกราคม - ธันวาคม),28405,4840,59.01,2,High Risk Patient<br />1.Stroke<br />2.STEMI<br />3.Sepsis<br />4.HI<br />5.Multiple truma
2,ตาก,โรงพยาบาลแม่สอดราม,MAESOTRAM HOSPITAL,12055,เอกชน,รพ.เอกชน,100,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,สุโขทัย,สถานพยาบาลหมออาคม,NULL,12056,เอกชน,รพ.เอกชน,23,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,สุโขทัย,โรงพยาบาลพัฒนเวชสุโขทัย,PHATTHANAWET HOSPITAL,12057,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,สุโขทัย,โรงพยาบาลรวมแพทย์สุโขทัย,RUAMPHAT HOSPITAL SUKHOTHAI,12058,เอกชน,รพ.เอกชน,60,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลพิษณุโลกฮอสพิทอล,INTERMEDICAL HOSPITAL,12063,เอกชน,รพ.เอกชน,100,60,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลรังสีรักษาและเวชศาสตร์นิวเคลียร,NULL,12064,เอกชน,รพ.เอกชน,26,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลรวมแพทย์พิษณุโลก,RUAMPHAT PHISANULOK HOSPITAL,12065,เอกชน,รพ.เอกชน,100,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลโรงพยาบาลเด็กกรุงเทพพิษณุโลกโรงพยาบาลเฉพาะทางขนาดเล็ก,NULL,12066,เอกชน,รพ.เอกชน,60,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลกรุงเทพพิษณุโลก,BANGKOK HOSPITAL PHITSANULOK,12067,เอกชน,รพ.เอกชน,100,159,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,พิษณุโลก,โรงพยาบาลพิษณุเวช,PITSANUVEJ HOSPITAL,12069,เอกชน,รพ.เอกชน,150,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,พิจิตร,โรงพยาบาลสหเวช,SAHAVEJ HOSPITAL,12071,เอกชน,รพ.เอกชน,90,90,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,พิจิตร,สถานพยาบาลเวชกรรมทัศนเวช,NULL,12072,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,เพชรบูรณ์,สถานพยาบาลเวชกรรมนครหล่ม,NULL,12076,เอกชน,รพ.เอกชน,30,10,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,เพชรบูรณ์,โรงพยาบาลเมืองเพชร,NULL,12078,เอกชน,รพ.เอกชน,50,50,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,เพชรบูรณ์,โรงพยาบาลเพชรรัตน์,PHETCHARAT HOSPITAL,12079,เอกชน,รพ.เอกชน,50,50,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ราชบุรี,สถานพยาบาลหมอสงวน,NULL,12086,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ราชบุรี,สถานพยาบาลแพทย์ประดิษฐ์,NULL,12093,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ราชบุรี,โรงพยาบาลพร้อมแพทย์,NULL,12097,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ราชบุรี,โรงพยาบาลกรุงเทพเมืองราช โรงพยาบาลทั่วไปขนาดใหญ่,BANGKOK HOSPITAL MUANGRAJ,12098,เอกชน,รพ.เอกชน,186,100,TRUE,ยืนยันการเยี่ยม,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ราชบุรี,โรงพยาบาลซานคามิลโล,SANCAMILLO HOSPITAL,12103,เอกชน,รพ.เอกชน,100,100,TRUE,NULL,45,ผ่าตัดข้อเข่าโดยใช้กล้อง,50000,2564,0,0,0,0,กลุ่มโรคเบาหวาน ความดันโลหิตสูง Sepsis
5,กาญจนบุรี,สถานพยาบาลท่าเรือ,NULL,12104,เอกชน,รพ.เอกชน,29,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,กาญจนบุรี,โรงพยาบาลธนกาญจน์,NULL,12107,เอกชน,รพ.เอกชน,100,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,กาญจนบุรี,โรงพยาบาลกาญจนบุรีเมโมเรียล,NULL,12110,เอกชน,รพ.เอกชน,100,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,กาญจนบุรี,สถานพยาบาลคริสเตียนแม่น้ำแควน้อย,NULL,12113,เอกชน,รพ.เอกชน,25,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สุพรรณบุรี,โรงพยาบาลศุภมิตรโรงพยาบาลทั่วไปขนาดใหญ่,SUPAMITR HOSPITAL,12119,เอกชน,รพ.เอกชน,179,179,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สุพรรณบุรี,โรงพยาบาลหมอสำเริงโรงพยาบาลทั่วไปขนาดเล็ก,NULL,12120,เอกชน,รพ.เอกชน,26,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สุพรรณบุรี,โรงพยาบาลธนบุรี – อู่ทอง,THON BURI - U THONG HOSPITAL,12122,เอกชน,รพ.เอกชน,30,30,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สุพรรณบุรี,โรงพยาบาลวิภาวดี - ปิยะราษฏร์,VIBHAVADI - PIYARAT HOSPITAL,12123,เอกชน,รพ.เอกชน,60,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,นครปฐม,โรงพยาบาลกรุงเทพคริสเตียน,THE BANGKOK CHRISTIAN HOSPITAL,12126,เอกชน,รพ.เอกชน,100,244,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,นครปฐม,โรงพยาบาลเทพากร,TEPAKORN HOSPITAL,12127,เอกชน,รพ.เอกชน,30,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,นครปฐม,โรงพยาบาลกรุงเทพสนามจันทร์,BANGKOK HOSPITAL SANAMCHAN,12128,เอกชน,รพ.เอกชน,220,220,TRUE,NULL,0,"Trauma , Cardiovascular , Neuroscience , Orthopedic,Medical Transportation , Hemodialysis .",0,ปี 2564 ,200886,12590,100,3,"กลุ่มโรคเรื้อรัง( non communicable diseases): ความดันโลหิตสูง , เบาหวาน , โรคหลอดเลือดสมอง , โรคไตเรื้อรัง , โรคหลอดเลือดหัวใจ <br />ผู้ป่วยอุบัติเหตุจราจร , Fall ."
5,นครปฐม,โรงพยาบาลศาลายา,SALAYA HOSPITAL,12131,เอกชน,รพ.เอกชน,30,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สมุทรสาคร,โรงพยาบาลทั่วไปขนาดเล็กเจษฎาเวชการ,JESSADA HOSPITAL,12137,เอกชน,รพ.เอกชน,10,10,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สมุทรสาคร,โรงพยาบาลมหาชัย,MAHACHAI HOSPITAL,12139,เอกชน,รพ.เอกชน,100,108,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,สมุทรสาคร,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล สมุทรสาคร,VICHAIVEJ INTERNATIONAL HOSPITAL SAMUTSAKHON,12140,เอกชน,รพ.เอกชน,120,106,TRUE,รอการจัดเยี่ยมสำรวจ,10,งานอาชีวเวชศาสตร์,688,"100,000",249768,4260,76.76,6.31,Stoke Trauma AMI Sepsis 
5,สมุทรสาคร,โรงพยาบาลมหาชัย 2,MAHACHAI 2 HOSPITAL,12143,เอกชน,รพ.เอกชน,200,200,TRUE,รอการจัดเยี่ยมสำรวจ,230,บริการทางการแพทย์ที่หลากหลาย พฤติกรรมบริการที่ดี,0,ปี 2564 (มกราคม 2564-กันยายน 2564),342560,16265,107,6.89,"Covid19/Malignancy/Acute MI/Acute Stroke/Head injury/DM/HT,Pre term new born"
5,สมุทรสาคร,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล อ้อมน้อย,VICHAIVEJ INTERNATIONAL HOSPITAL OMNOI,12144,เอกชน,รพ.เอกชน,196,185,TRUE,รอการจัดเยี่ยมสำรวจ,0,การดูแลผู้ป่วย Trauma และผู้ป่วยโรคหลอดเลือดสมอง,111457,2564 (ตุลาคม 2563 - มิถุนายน 2564),324638,9410,70.28,4.15,"Sepsis , STEMI , Stroke , DM , Multiple Trauma , TB , Open Fracture long bone , Ectopic pregnancy , Febrile convulsion , Covid-19"
5,สมุทรสงคราม,โรงพยาบาลมหาชัยแม่กลองโรงพยาบาลทั่วไปขนาดกลาง,MAHACHAI MAE KLONG HOSPITAL,12145,เอกชน,รพ.เอกชน,60,34,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,เพชรบุรี,สถานพยาบาลผลกำเนิดศิริ,NULL,12149,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,เพชรบุรี,โรงพยาบาลมหาชัยเพชรรัชต์โรงพยาบาลทั่วไปขนาดใหญ่,MAHACHAIPETCHARAT HOSPITAL,12159,เอกชน,รพ.เอกชน,100,30,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,ประจวบคีรีขันธ์,สถานพยาบาลชีวาศรม,NULL,12164,เอกชน,รพ.เอกชน,59,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,นครศรีธรรมราช,โรงพยาบาลนครินทร์,NAKHARIN HOSPITAL,12167,เอกชน,รพ.เอกชน,157,120,TRUE,NULL,5,"การให้บริการที่สร้างความพึงพอใจ , รักษาผู้ป่วยโรคทั่วไป",130000,"131,596",130000,147850,61.97,2.47,"ACS, Sepsis, STROKE, COVID-19"
11,นครศรีธรรมราช,สถานพยาบาลรวมแพทย์ทุ่งสง,NULL,12168,เอกชน,รพ.เอกชน,25,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,นครศรีธรรมราช,โรงพยาบาลนครคริสเตียน,NULL,12169,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,กระบี่,สถานพยาบาลรวมแพทย์,NULL,12175,เอกชน,รพ.เอกชน,25,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ภูเก็ต,โรงพยาบาลสิริโรจน์,NULL,12180,เอกชน,รพ.เอกชน,105,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ภูเก็ต,โรงพยาบาลกรุงเทพภูเก็ต,BANGKOK HOSPITAL PHUKET,12184,เอกชน,รพ.เอกชน,200,230,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ภูเก็ต,โรงพยาบาลมิชชั่นภูเก็ต,MISSION  HOSPITAL  PHUKET,12185,เอกชน,รพ.เอกชน,50,82,TRUE,รอการจัดเยี่ยมสำรวจ,0,"การดูแลผู้ป่วยกลุ่มแม่และเด็ก , การส่งเสริมสุขภาพด้วยอาหารมังสวิรัติ   ,เชี่ยวชาญโรคTB HIV, ศัลยกรรมผ่าตัดผ่านกล้อง Arthroscope  endospine TOETVA Laparoscopic cholecystectomy ,รพ.เอกชนรับผู้ป่วยประกันสังคม ให้บริการด้วยหัวใจและความรักแบบคริสเตียน",0,ปี2564,208610,4274,0,0,"1.	โรคกลุ่มฉุกเฉิน ได้แก่  MI severe head injury<br />2.	โรคกลุ่มอุบัติเหตุจราจร<br />3.	โรคเรื้อรัง ได้แก่ โรคเบาหวาน<br />4.	โรคระบาด/ติดเชื้อได้แก่  TB ,HIV . covid-19<br />5.	 โรคที่มีข้อจำกัดในการให้บริการ / ต้องส่งต่อ:โรคมะเร็งทุกระบบ โรคจิตเวชที่รุนแรง โรคไตวาย โรคทางศัลยกรรมหลอดเลือด  ระบบประสาท  จักษุ  MI"
11,สุราษฎร์ธานี,โรงพยาบาลทักษิณ,THAKSIN  HOSPITAL,12188,เอกชน,รพ.เอกชน,190,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,สุราษฎร์ธานี,โรงพยาบาลศรีวิชัย สุราษฎร์ธานี,SRIVICHAI HOSPITAL SURATTHANI,12189,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,สุราษฎร์ธานี,โรงพยาบาลบ้านดอนอินเตอร์,BANDON INTERNATIONAL HOSPITAL,12195,เอกชน,รพ.เอกชน,32,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,สุราษฎร์ธานี,โรงพยาบาลเวียงเวช,VIENGVECH HOSPITAL,12196,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ชุมพร,โรงพยาบาลวิรัชศิลป์,VIRAJSILP HOSPITAL,12204,เอกชน,รพ.เอกชน,100,88,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ชุมพร,สถานพยาบาลหมอเล็ก ชุมพร,NULL,12205,เอกชน,รพ.เอกชน,30,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,สงขลา,โรงพยาบาลมิตรภาพสามัคคี (มูลนิธิท่งเซียเซี่ยงตึ้ง),NULL,12212,เอกชน,รพ.เอกชน,56,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,สงขลา,สถานพยาบาลพัทยเวช,NULL,12218,เอกชน,รพ.เอกชน,30,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,สงขลา,โรงพยาบาลศิครินทร์ หาดใหญ่,SIKARIN HATYAI HOSPITAL,12221,เอกชน,รพ.เอกชน,200,200,TRUE,รอการจัดเยี่ยมสำรวจ,0,ศูนย์อุบัติเหตุ,0,ปี2563(มกราคม-ธันวาคม),171859,15924,48.6,2,"Acute myocardia infarction,Stroke,Trauma ,Sepsis"
12,สงขลา,โรงพยาบาลราษฎร์ยินดี,RAJYINDEE HOSPITAL,12222,เอกชน,รพ.เอกชน,196,139,TRUE,จัดทำใบประกาศนียบัตร,31,Stroke,0,2564(Q1),29752,2546,5410,2.22,Stroke
12,สงขลา,โรงพยาบาลกรุงเทพหาดใหญ่,BANGKOK HOSPITAL HATYAI,12223,เอกชน,รพ.เอกชน,180,180,TRUE,รอการจัดเยี่ยมสำรวจ,0,• Heart<br />• Neuro<br />• Wellness & Occ health<br />• Women's health<br />• Ortho & Trauma<br />• Medicine & NDCs,0,217935,188234,29701,114,1.42,• กลุ่มผู้ป่วยโรคหัวใจ (รักษาเร็ว ปลอดภัย)<br />• กลุ่มผู้ป่วยผ่าตัดผ่านกล้อง ( แผลเล็ก เจ็บน้อย)<br />• กลุ่มผู้ป่วยโรคระบบประสาทและสมอง (รักษาเร็ว ปลอดภัย ลดความพิการ)<br />• กลุ่มผู้ป่วยอุบัติเหตุ (รักษาเร็ว ปลอดภัย) <br />• กลุ่มผู้รับบริการตรวจสุขภาพ (คัดกรองสุขภาพถูกต้อง)<br />• กลุ่มผู้ป่วยผู้สูงอายุ (รักษาเร็ว ปลอดภัย)<br />• กลุ่มผู้ป่วยเด็ก (รักษาเร็ว ปลอดภัย)<br />• กลุ่มผู้ป่วยใหม่ (รักษาเร็ว บริการดี ปลอดภัย)<br />• กลุ่มผู้ป่วยระดับมงกุฏ (บริการดี ปลอดภัย)
12,ตรัง,โรงพยาบาลวัฒนแพทย์ตรัง,WATTANAPAT HOSPITAL TRANG,12226,เอกชน,รพ.เอกชน,120,120,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,ตรัง,โรงพยาบาลราชดำเนิน,NULL,12228,เอกชน,รพ.เอกชน,50,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,ตรัง,โรงพยาบาลทีอาร์พีเอช,TRPH HOSPITAL,12230,เอกชน,รพ.เอกชน,200,120,TRUE,NULL,5,"Interventional cardiology, Neurointerventional radiology, Interventional radiology, ERCP: Endoscopic retrograde cholangio pancreatography",0,ปี 2563 (เดือนมกราคม 2563 - เดือนธันวาคม 2563,82001,10469,50.48,2.35,(1) AMI (2) Stroke (3) Gallstone or Biliarystone (4) Cesarean section (5) Appendiccitis (6) Head injury (7) Pneumonia (8) Sepsis (9) DHF (10) DHF: Dengue hemorrhagic fever) 
12,ตรัง,สถานพยาบาลเอกชนห้วยยอด,NULL,12232,เอกชน,รพ.เอกชน,10,0,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
